clip,reference,kanji,kana,hybrid
BASIC5000_0241,rinawakaseebudeomoniyoosaioyatteeru,rinawakaseebudeomoniyoosaioyatteeru,rinahakaseebudeomoniyoosaioyatteeru,rinawakaseebudeomoniyoosaioyatteeru
BASIC5000_0242,tsumininobaransugatorenakutefunewatenpukushita,tsumininobaransugatorenakutefunewatenpukushita,tsumininobaransugatorenakutefunehatenpukushita,tsumininobaransugatorenakutefunewatenpukushita
BASIC5000_0243,benshoodaikicchirimimisoroeteharawankai,benshoodaikicchirimimisoroeteharawankai,benshoodaikicchirimimisoroeteharawankai,benshoodaikicchirimimisoroeteharawankai
BASIC5000_0244,kurerunodewanakutaiyodasoodesu,kurerunodewanakutaioodasoodesu,kurerunodehanakutaiodasoodesu,kurerunodewanakutaioodasoodesu
BASIC5000_0245,kuruhimokuruhimoonajiyoonisugisatta,kuruhimokuruhimoonajiyoonisugisatta,kuruhimokuruhimoonajiyoonisugisatta,kuruhimokuruhimoonajiyoonisugisatta
BASIC5000_0246,kizukaranagareruchionantokashinasai,kizukaranagareruchionantokashinasai,kizukaranagareruchionantokashinasai,kizukaranagareruchionantokashinasai
BASIC5000_0247,matteewawarukunaikamoshirenaikeredowatashimowarukunai,matteewawarukunaikamoshirenaikeredowatakushimowarukunai,matteehawarukunaikamoshirenaikeredowatashimowarukunai,matteewawarukunaikamoshirenaikeredowatakushimowarukunai
BASIC5000_0248,watashisenyoonoheyagaarebaiinodesuga,watakushisenyoonoheyagaarebaiinodesuga,watashisenyoonoheyagaarebaiinodesuga,watakushisenyoonoheyagaarebaiinodesuga
BASIC5000_0249,hashigakowareteetanodeoyogushikanakatta,hashigakowareteetanodeoyogushikanakatta,hashigakowareteetanodeoyogushikanakatta,hashigakowareteetanodeoyogushikanakatta
BASIC5000_0250,uekibachigahodooniochitegachantowareta,uekibachigahodooniochitegachantowareta,uekibachigahodooniochitegachantowareta,uekibachigahodooniochitegachantowareta
BASIC5000_0251,ensookainokippuwatoojimushodehanbaishiteemasu,ensookainokippuwatoojimushodehanbaishiteemasu,ensookainokippuhatoojimushodehanbaishiteemasu,ensookainokippuwatoojimushodehanbaishiteemasu
BASIC5000_0252,shijookakakunoboorakudeichimonnashininatteshimatta,shijookakakunoboorakudeechimonnashininatteshimatta,nodenashininatteshimatta,shijookakakunoboorakudeechimonnashininatteshimatta
BASIC5000_0253,onnatoyuumonowanandemookanenikanzanshitekangaeru,onnatoiumonowanandemookanenikansanshitekangaeru,onnatoiumonohanandemookanenikanzanshitekangaeru,onnatoiumonowanandemookanenikanzanshitekangaeru
BASIC5000_0254,onnawateeburunonaifuniteonobashita,onnawateeburunonaifuniteonobashita,onnahateeburunonaifuniteonobashita,onnawateeburunonaifuniteonobashita
BASIC5000_0255,onnanokowaiifukuomisebirakasunogasukida,onnanokowaiifukuomisebirakasunogasukida,onnanokohaiifukuomisubirakasunogasukida,onnanokowaiifukuomisebirakasunogasukida
BASIC5000_0256,hashidesonoshimaewatareruyooninatteeru,hashidesonoshimaewatareruyooninatteeru,hashidesonoshimahewatareruyooninatteeru,hashidesonoshimaewatareruyooninatteeru
BASIC5000_0257,hashinooenitatteruhitooshitteemasuka,hashinooenitatteeruhitooshitteemasuka,hashinooenitatteeruhitooshitteemasuka,hashinooenitatteeruhitooshitteemasuka
BASIC5000_0258,heejitsuwahikakutekikondeenaiyoodesu,heejitsuwahikakutekikondeenaiyoodesu,handeenaiyoodesu,heejitsuwahikakutekikondeenaiyoodesu
BASIC5000_0259,shoojowaningyoooitoshigenidakishimeta,shoojowaningyoooaishigenidakishimeta,shoojohaningyoooitoshigenidakishimeta,shoojowaningyoooaishigenidakishimeta
BASIC5000_0260,kusarinotsuyosawasonowanoichibanyowaitokoronisayuusareru,kusarinotsuyosawasonowanoichibanyowaitokoronisayuusareru,kusarinotsuyosahasonowanoichibanyowaitokoronisayuusareru,kusarinotsuyosawasonowanoichibanyowaitokoronisayuusareru
BASIC5000_0261,kamiotojirunonihochikisuwatotemobenrida,kamiotojirunonihochikisuwatotemobenrida,kamiotojirunonihochikisuhatotemobenrida,kamiotojirunonihochikisuwatotemobenrida
BASIC5000_0262,mijikakushitemorawanakerebanarimasen,mijikakushitemorawanakerebanarimasen,mijikakushitemorawanakerebanarimasen,mijikakushitemorawanakerebanarimasen
BASIC5000_0263,kabewanurikaenakerebanarimasenka,kabewanurikaenakerebanarimasenka,kabehanurikaenakerebanarimasenka,kabewanurikaenakerebanarimasenka
BASIC5000_0264,settokufunoookanchishitekakurosakisenseewatameekiotsuitesekinitsuita,settokufunoookanchishitekakurosakisenseewatameekiotsuitesekinitsuita,settokufunoookanchishitekakurosakisenseehatameekiotsuitesekinitsuita,settokufunoookanchishitekakurosakisenseewatameekiotsuitesekinitsuita
BASIC5000_0265,kaitakushatachiwatsuraiseekatsuoshitashikareranokodomomosoodatta,kaitakushatachiwatsuraiseekatsuoshitashikareranokodomomosoodatta,kaitakushatachihatsuraiseekatsuoshitashikareranokodomomosoodatta,kaitakushatachiwatsuraiseekatsuoshitashikareranokodomomosoodatta
BASIC5000_0266,mijikaitegamidemoiikarakittokaitene,mijikaitegamidemoiikarakittokaitene,mijikaitegamidemoiikarakittokaitene,mijikaitegamidemoiikarakittokaitene
BASIC5000_0267,fukumenoshitaotokotachigaryokakuoosottekaneoobatta,fukumenoshitaotokotachigaryokakuoosottekinoobatta,fukumenoshitaotokotachigayokakuoosottekaneoobatta,fukumenoshitaotokotachigaryokakuoosottekinoobatta
BASIC5000_0268,hajiokakukurainarashindahoogamashida,hajiokakukurainarashindahoogamashida,hajiokakukurainarashinnahoogamashida,hajiokakukurainarashindahoogamashida
BASIC5000_0269,shinkokunakikigashoojirebaseefuwajinsokunakoodoootoranakerebanaranai,shinkokunakikigashoojirebaseefuwajinsokunakoodoootoranakerebanaranai,shinkokunakikigashoojirebaseefuhajinsokunakoodoootoranakerebanaranai,shinkokunakikigashoojirebaseefuwajinsokunakoodoootoranakerebanaranai
BASIC5000_0270,hanzatsunatetsuzukiosumasefunegateejinishukkoodekirutameniwatokubetsunooenimotokubetsunahakaraigadooshitemohitsuyoodearu,hanzatsunatetsuzukiosumasefunegateejinishukkoodekirutameniwatokubetsunooenimotokubetsunahakaraigadooshitemohitsuyoodearu,hanzatsunatetsuzukiosumasefunegateejinishukkoodekirutamenihatokubetsunooenimotokubetsunohakaraigadooshitemohitsuyoodearu,hanzatsunatetsuzukiosumasefunegateejinishukkoodekirutameniwatokubetsunooenimotokubetsunahakaraigadooshitemohitsuyoodearu
BASIC5000_0271,dairinindewanakuanatahonningakitekudasai,dairinindewanakuanatahonningakitekudasai,dairinindehanakuanatahonningakitekudasai,dairinindewanakuanatahonningakitekudasai
BASIC5000_0272,shoodannihairumaenisukoshizatsudandemoshimashoo,shoodannihairumaenisukoshizatsudandemoshimashoo,shoodannihairumaenisukoshizatsudandemoshimashoo,shoodannihairumaenisukoshizatsudandemoshimashoo
BASIC5000_0273,gokaioherasutameniwawatashitachiwajoozuniishinosotsuuohakarugijutsuominitsukenakerebanaranai,gokaioherasutameniwawatakushitachiwajoozuniishinosotsuuohakarugijutsuominitsukenakerebanaranai,orasutamenihatachihaninooruonitsukenakerebanaranai,gokaioherasutameniwawatakushitachiwajoozuniishinosotsuuohakarugijutsuominitsukenakerebanaranai
BASIC5000_0274,ippatsudemeechuushinakutatteninshinsurumadehametsuzukerebaiidakedashi,ichihatsudemeechuushinakutatteninshinsurumadehametsuzukerebaiidakedashi,deshinakutattesurumadehamekerebaiidakedashi,ichihatsudemeechuushinakutatteninshinsurumadehametsuzukerebaiidakedashi
BASIC5000_0275,shikisaiwameniutsuruarayurumononoochidemottomoshinseenayoosodearu,shikisaiwameniutsuruarayurumononoochidemottomoshinseenayoosodearu,shikisaihameniutsuruarayurumononoochidemottomoshinseenayoosodearu,shikisaiwameniutsuruarayurumononoochidemottomoshinseenayoosodearu
BASIC5000_0276,gyookainokenzennaseechoonotamenikooseenakyoosoogakakuhosareruhitsuyoogaaru,gyookainokenzennaseechoonotamenikooseenakyoosoogakakuhosareruhitsuyoogaaru,nonanotameninagasarerugaaru,gyookainokenzennaseechoonotamenikooseenakyoosoogakakuhosareruhitsuyoogaaru
BASIC5000_0277,zenshakaijinnohotondosanbunnoichinohitogameganeokaketeeru,zenshakaininnohotondobunnonohitogameganeokaketeeru,zenshakaijinnohotondosanbunnoichinohitogameganeokaketeeru,zenshakaininnohotondobunnonohitogameganeokaketeeru
BASIC5000_0278,kimurahakasekaraanatagakonobunyanodaiichininshadatookagaimashita,kimurahakasekaraanatagakonobunyanodaiichininshadatookagaimashita,karaanatagakononodatoimashita,kimurahakasekaraanatagakonobunyanodaiichininshadatookagaimashita
BASIC5000_0279,monnotokoronianataniaitagatteerudanseegairu,monnotokoronianataniaitagatteerudanseegairu,monnotokoronianataniaitagatteerudanseegairu,monnotokoronianataniaitagatteerudanseegairu
BASIC5000_0280,zankinwarokugatsusanjuunichimadenioshiharaishimasu,zankinwagatsukamadenioshiharaishimasu,zankinhamadenioshiharaishimasu,zankinwagatsukamadenioshiharaishimasu
BASIC5000_0281,yofukashioshitanodetotemonemuinda,yofukashioshitanodetotemonemuinda,yofukashioshitanodetotemonemuinda,yofukashioshitanodetotemonemuinda
BASIC5000_0282,suuninnowakaigishigayatowarekarerawaatarashiikonpyuutaanokaihatsunisennenshita,suuninnowakaigishigayatowarekarerawaatarashiikonpyuutaanokaihatsunisennenshita,suuninnowakaigishigayatowarekarerahaatarashiikonpyuutaanokaihatsunisennenshita,suuninnowakaigishigayatowarekarerawaatarashiikonpyuutaanokaihatsunisennenshita
BASIC5000_0283,toridattarasugusokonitondeekunoni,toridattarasugusokonitondeekunoni,toridattarasugusokonitondeekunoni,toridattarasugusokonitondeekunoni
BASIC5000_0284,konshuumatsumadeikurakaokaneokashitekuremasenka,konshuumatsumadeekurakaokaneokashitekuremasenka,konshuumatsumadeekurakaokaneokashitekuremasenka,konshuumatsumadeekurakaokaneokashitekuremasenka
BASIC5000_0285,torideattaraanatanomotoetondeettadarooni,torideattaraanatanomotoetondeettadarooni,torideattaraanatanomotohetondeettadarooni,torideattaraanatanomotoetondeettadarooni
BASIC5000_0286,toriwasononakigoedewakaruyoonihanashikataniyotteningenwahyookasareru,toriwasononakigoedewakaruyoonihanashikataniyotteningenwahyookasareru,torihasononakigoedewakaruyoonihanashikataniyotteningenhahyookasareru,toriwasononakigoedewakaruyoonihanashikataniyotteningenwahyookasareru
BASIC5000_0287,torinoyooniomoinomamanisoraotobitaitoyuuyokuboogahikookinohatsumeenitsunagatta,torinoyooniomoinomamanisoraotobitaitoiuyokuboogahikookinohatsumeenitsunagatta,torinoyooniomoinomamanisoraotobitaitoiuyokuboogahikookinohatsumeenitsunagatta,torinoyooniomoinomamanisoraotobitaitoiuyokuboogahikookinohatsumeenitsunagatta
BASIC5000_0288,yuujoootsuchikaunonisupootsuwakookatekida,yuujoootsuchikaunonisupootsuwakookatekida,yuujoootsuchikaunonisupootsuhakookatekida,yuujoootsuchikaunonisupootsuwakookatekida
BASIC5000_0289,monkarahairikaketeetafujintosonomonbannitomerareta,monkarahairikaketeetafujintosonomonbannitomerareta,monkarahairikaketeetafujintosonomonbannitomerareta,monkarahairikaketeetafujintosonomonbannitomerareta
BASIC5000_0290,kakoikominikansuruyootenwaesunikkuguruupunokooseeomeekakunikijutsushinakerebanaranaitoyuukotodearu,kakoikominikansuruyootenwaesunikkuguruupunokooseeomeekakunikijutsushinakerebanaranaitoiukotodearu,iminisuruhaesunikkuguruupunoonishinakerebanaranaitoiukotodearu,kakoikominikansuruyootenwaesunikkuguruupunokooseeomeekakunikijutsushinakerebanaranaitoiukotodearu
BASIC5000_0291,toritachiwasononekoomirutobikkurishitetobisatta,toritachiwasononekoomirutobikkurishitetobisatta,toritachihasononekoomirutobikkurishitetobisatta,toritachiwasononekoomirutobikkurishitetobisatta
BASIC5000_0292,nikaikaratorankuooroshitekuremasenka,kaikaratorankuooroshitekuremasenka,nikaikaratorankuooroshitekuremasenka,kaikaratorankuooroshitekuremasenka
BASIC5000_0293,kidorinonaisonogakushawaminnaniaisareteeta,kidorinonaisonogakushawaminnaniaisareteeta,kidorinonaisonogakushahaminnaniaisareteeta,kidorinonaisonogakushawaminnaniaisareteeta
BASIC5000_0294,daigakunihaitteerukotogawatashinojinseenomokuhyoodewanai,daigakunihaitteerukotogawatakushinojinseenomokuhyoodewanai,daigakunihaitteerukotogawatashinojinseenomokuhyoodehanai,daigakunihaitteerukotogawatakushinojinseenomokuhyoodewanai
BASIC5000_0295,kusakusasurukotobakkaridakedokiotorinaoshiteganbatteekimashoo,kusakusasurukotobakkaridakedokiotorinaoshiteganbatteekimashoo,kusakusasurukotobakkaridakedoorishitetteekimashoo,kusakusasurukotobakkaridakedokiotorinaoshiteganbatteekimashoo
BASIC5000_0296,torigajibunnohinaniesaoyattarimamottarisurunotowachigattesakanawatamagooomippanashinisuru,torigajibunnohinaniesaoyattarimamottarisurunotowachigattesakanawatamagooomippanashinisuru,torigajibunnohinaniesaoyattarimamottarisurunotohachigattesakanahatamagooomippanashinisuru,torigajibunnohinaniesaoyattarimamottarisurunotowachigattesakanawatamagooomippanashinisuru
BASIC5000_0297,goikkoosamawananmeedeerasshaimasuka,goikkoosamawananmeedeerasshaimasuka,goikoosamahananmeedeerasshaimasuka,goikkoosamawananmeedeerasshaimasuka
BASIC5000_0298,yaminonakadekaroojitefutarinohitokagegamiwakerareta,yaminonakadekarooshidefutarinohitokagegamiwakerareta,yaminonakadekaroojitefutarinohitokagegamiwakerareta,yaminonakadekarooshidefutarinohitokagegamiwakerareta
BASIC5000_0299,sankanbudewayukigagojussenchiijoofutta,sankanbudewayukigasenchiijoofutta,sankanbudehayukigagojususenchiijoofutta,sankanbudewayukigasenchiijoofutta
BASIC5000_0300,goryooshinnidoozoyoroshikuotsutaekudasai,goryooshinnidoozoyoroshikuotsutaekudasai,goryooshinnidoozoyoroshikuotsutaikudasai,goryooshinnidoozoyoroshikuotsutaekudasai
BASIC5000_0301,goshujinnokenkooshindanotetteetekiniokonaukotoosusumemasu,goshujinnokenkooshindanotetteetekiniokonaukotoosusumemasu,goshujinnogenkooshindanotetteetekiniokonaukotoosusumemasu,goshujinnokenkooshindanotetteetekiniokonaukotoosusumemasu
BASIC5000_0302,gannokookatekinachiryoohoowamadahakkensareteenai,gannokookatekinachiryoohoowamadahakkensareteenai,gannonahamadasareteenai,gannokookatekinachiryoohoowamadahakkensareteenai
BASIC5000_0303,ganwahakkengamaniaebanaosukotogadekiru,ganwahakkengamaniaebanaosukotogadekiru,ganhahakkengamaniaebanaosukotogadekiru,ganwahakkengamaniaebanaosukotogadekiru
BASIC5000_0304,ichimennokiirowadoohanmoshitanokakentoomotsukanaihimawarinomureda,ichimennokiirowadoohanmoshitanokakentoomotsukanaihimawarinomureda,ichimennokiirohadoohanmoshitanokakentoomotsukanaihimawarinomureda,ichimennokiirowadoohanmoshitanokakentoomotsukanaihimawarinomureda
BASIC5000_0305,shuudanseekatsuoitonamudoobutsuwasubetejoohoookookanshitarichitsujoarushuudanoijisurutamenanrakanodentatsuhoohooomotteeru,shuudanseekatsuoitonamudoobutsuwasubetejoohoookookanshitarichitsujoarushuudanoijisurutamenanrakanodentatsuhoohooomotteeru,shuudanseekatsuoitonamudoobutsuhasubetejoohoookookanshitarichitsujoarushuudanoijisurutamenanrakanodentatsuhoohooomotteeru,shuudanseekatsuoitonamudoobutsuwasubetejoohoookookanshitarichitsujoarushuudanoijisurutamenanrakanodentatsuhoohooomotteeru
BASIC5000_0306,honronbundewadaiadosutairutoyuugainenoyobibijutsuniataetaeekyoookentooshitai,honronbundewatoiugainenoyobibijutsuniataetaeekyoookentooshitai,dehadaiyadosutairutoiubinietaoshitai,honronbundewatoiugainenoyobibijutsuniataetaeekyoookentooshitai
BASIC5000_0307,murasakinojuutanwakonoakaikaatentochoowashinaidaroo,murasakinojuutanwakonoakaikaatentochoowashinaidaroo,murasakinojuutanhakonoakaikaatentochoohashinaidaroo,murasakinojuutanwakonoakaikaatentochoowashinaidaroo
BASIC5000_0308,gokaiewaerebeetaadeekinasai,kaiewaerebeetaadeekinasai,gokaihehaerebeetaadeekinasai,kaiewaerebeetaadeekinasai
BASIC5000_0309,nooennushiwakareraoisogashikusaseteokunogasukidattanodesu,nooenshuwakareraoisogashikusaseteokunogasukidattanodesu,nonoennushihakareraoisogashikusaseteokunogasukidattanodesu,nooenshuwakareraoisogashikusaseteokunogasukidattanodesu
BASIC5000_0310,gojiyuunidezaatoootorikudasai,gojiyuunidezaatoootorikudasai,gojiyuunidezaatootorikudasai,gojiyuunidezaatoootorikudasai
BASIC5000_0311,reesenwasobietonohookaitotomoniowatta,reesenwasobietonohookaitotomoniowatta,hasobietonototomoniwatta,reesenwasobietonohookaitotomoniowatta
BASIC5000_0312,shuudenninorutameniekieesoganakerebanaranai,shuudenninorutameniekieesoganakerebanaranai,shuudenninorutameniekiheesoganakerebanaranai,shuudenninorutameniekieesoganakerebanaranai
BASIC5000_0313,wakaranaitokorowaakadeshirushiotsuketejugyoodekiitekudasai,wakaranaitokorowaakadeshirushiotsuketejugyoodekiitekudasai,wakaranaitokorohadeotsuketedeitekudasai,wakaranaitokorowaakadeshirushiotsuketejugyoodekiitekudasai
BASIC5000_0314,wagakokuwaenerugiishigengafusokushitekita,wagakuniwaenerugiishigengafusokushitekita,wagahaenerugiigashitekita,wagakuniwaenerugiishigengafusokushitekita
BASIC5000_0315,waawaanakinagarachiisanaonnanokowatoguchiehashitteetta,waawaanakinagarachiisanaonnanokowatoguchiehashitteetta,waawaanakinagarachiisanaonnanokohatoguchihehashitteetta,waawaanakinagarachiisanaonnanokowatoguchiehashitteetta
BASIC5000_0316,dookigahageshikunarukotogayokuarimasu,dookigahageshikunarukotogayokuarimasu,dookigahageshikunarukotogayokuarimasu,dookigahageshikunarukotogayokuarimasu
BASIC5000_0317,wazukarokkagetsugonisaishonoshigotooyamerutoshitaraorokatowaiwanaimademokashikoitowaienai,wazukakagetsugonisaishonoshigotooyamerutoshitaraorokatowaiwanaimademokashikoitowaienai,wazukakaninooyamerutoshitaraorokatohawanaimademoitohaenai,wazukakagetsugonisaishonoshigotooyamerutoshitaraorokatowaiwanaimademokashikoitowaienai
BASIC5000_0318,watashiwategamideganshoookuruyookimeta,watakushiwategamideganshoookuruyookimeta,watashihategamideganshooookuruyookimeta,watakushiwategamideganshoookuruyookimeta
BASIC5000_0319,kooriwahijooniusuinodekiminotaijuuosasaekirenaidaroo,kooriwahijooniusuinodekiminotaijuuosasaekirenaidaroo,koorihahijooniusuinodekiminotaijuuosasaikirenaidaroo,kooriwahijooniusuinodekiminotaijuuosasaekirenaidaroo
BASIC5000_0320,koorinoyoonitsumetaimizunonakadeoyogootosurunantekaremomuchanakotooshitamonoda,koorinoyoonitsumetaimizunonakadeoyogootosurunantekaremomuchanakotooshitamonoda,koorinoyoonitsumetaimizunonakadeoyogootosurunantekaremomuchanakotooshitamonoda,koorinoyoonitsumetaimizunonakadeoyogootosurunantekaremomuchanakotooshitamonoda
BASIC5000_0321,wazawazadenwaokaketekudasaranakutekekkoodesu,wazawazadenwaokaketekudasaranakutekekkoodesu,wazawazaokaketekudasaranakutedesu,wazawazadenwaokaketekudasaranakutekekkoodesu
BASIC5000_0322,kooshuunomenzennisugataomisenakerebanaranainogaiyadatta,kooshuunomenzennisugataomisenakerebanaranainogaiyadatta,kooshuunomenzennisugataomisenakerebanaranainogaiyadatta,kooshuunomenzennisugataomisenakerebanaranainogaiyadatta
BASIC5000_0323,kooriganaisonooekyoowaaisuteeionomuniwasamusugiru,kooriganaisonooekyoowaaisuteeionomuniwasamusugiru,kooriganaisonooekyoohaaisuteeionomunihasamusugiru,kooriganaisonooekyoowaaisuteeionomuniwasamusugiru
BASIC5000_0324,seekeeotaterutamenishikkarihatarakinasai,seekeeotaterutamenishikkarihatarakinasai,seekeeotaterutamenishikkarihatarakinasai,seekeeotaterutamenishikkarihatarakinasai
BASIC5000_0325,wabioirerunarahayaihoogaiidaroo,wabioirerunarahayaihoogaiidaroo,wabioirerunarahayaihoogaiidaroo,wabioirerunarahayaihoogaiidaroo
BASIC5000_0326,sensuifuwakikennakushinjuoatsumerukotogadekiru,sensuifuwakikennakushinjoooatsumerukotogadekiru,sensuifuhakikennakushinjoooatsumerukotogadekiru,sensuifuwakikennakushinjoooatsumerukotogadekiru
BASIC5000_0327,nemuitokiwakoohiionondekibuntenkanshitegoran,nemuitokiwakoohiionondekibuntenkanshitegoran,nemuitokihakoohiionondekibuntenkanshitegoran,nemuitokiwakoohiionondekibuntenkanshitegoran
BASIC5000_0328,nemukattakeredomoshukudaioowarasukotogadekita,nemukattakeredomoshukudaioowarasukotogadekita,nemukattakeredomoshukudaioowarasukotogadekita,nemukattakeredomoshukudaioowarasukotogadekita
BASIC5000_0329,nemukunaikaratoyuudakedeosokumadeokiteetewaikenai,nemukunaikaratoiudakedeosokumadeokiteetewaikenai,nemukunaikaratoiudakedeosokumadeokiteetehaikenai,nemukunaikaratoiudakedeosokumadeokiteetewaikenai
BASIC5000_0330,gikochinaiwaraioshitateningakotaeta,gikochinaiwaraioshitateningakotaeta,gikochinaiwaraioshitateeingakotaeta,gikochinaiwaraioshitateeingakotaeta
BASIC5000_0331,gizagizanokadogakarenozubonnihikkakatteanaoaketa,gizagizanokadogakarenozubonnihikkakatteanaoaketa,gizagizanokadogakarenozuboonihikkakatteanaoaketa,gizagizanokadogakarenozubonnihikkakatteanaoaketa
BASIC5000_0332,museeshiinnikoreranokiseeotekiyoosurukotowatekisetsudatoomowareru,museeshiinnikoreranokiseeotekiyoosurukotowatekisetsudatoomowareru,museeshinnikoreranokiseeotekioosurukotohatekisetsudatowareru,museeshiinnikoreranokiseeotekiyoosurukotowatekisetsudatoomowareru
BASIC5000_0333,suugakutoeegodewakarewakurasunodarenimootoranai,suugakutoeegodewakarewakurasunodarenimootoranai,todehahakurasunonimoranai,suugakutoeegodewakarewakurasunodarenimootoranai
BASIC5000_0334,ohenjigakonainodesugawatashinomeerugatodokanakattanodewanaikatokininatteemasu,ohenjigakonainodesugawatakushinomeerugatodokanakattanodewanaikatokininatteemasu,ohenjigakonainodesuganomeerugatodokanakattanodehanaikatokininatteemasu,ohenjigakonainodesugawatakushinomeerugatodokanakattanodewanaikatokininatteemasu
BASIC5000_0335,nemutteeruakanbooookosanaiyoonichuuishinasai,nemutteeruakanbooookosanaiyoonichuuishinasai,nemutteeruakanboookosanaiyoonichuuishinasai,nemutteeruakanbooookosanaiyoonichuuishinasai
BASIC5000_0336,himewameotojiteyokotawatteorareta,himewameotojiteyokotawatteorareta,himehameotojiteyokotawatteorareta,himewameotojiteyokotawatteorareta
BASIC5000_0337,suujiotashitarihiitaritoyuumendokusaishigotomoittanhajimeteshimaebasorewasoredeomoshirosagaarumonodayo,suujiotashitarihiitaritoiumendokusaishigotomoittanhajimeteshimaebasorewasoredeomoshirosagaarumonodayo,suujiotashitarihiitaritoiumendokusaishigotomoittanhajimeteshimaebasorehasoredeomoshirosagaarumonodayo,suujiotashitarihiitaritoiumendokusaishigotomoittanhajimeteshimaebasorewasoredeomoshirosagaarumonodayo
BASIC5000_0338,torawashoometsushikakatteerushuzokudearu,torawashoometsushikakatteerushuzokudearu,torahashoometsushikakatteerushuzokudearu,torawashoometsushikakatteerushuzokudearu
BASIC5000_0339,sangakukyuujotaiwanijuuyojikantaikishiteeru,sangakukyuujotaiwajikantaikishiteeru,sangakukyuujotaihanijuuyojikantaikishiteeru,sangakukyuujotaiwajikantaikishiteeru
BASIC5000_0340,tsumaonakushitekarewamimoyomonaihodonikanashinda,tsumaonakushitekarewamimoyomonaihodonikanashinda,tsumaonakushitekarehamimoyomonaihodonikanashinda,tsumaonakushitekarewamimoyomonaihodonikanashinda
BASIC5000_0341,sundeshimattakotooaadakoodaittemodoonimonaranaidaroo,sundeshimattakotooaadakoodaittemodoonimonaranaidaroo,sundeshimattakotooaadakoodattemodoonimonaranaidaroo,sundeshimattakotooaadakoodaittemodoonimonaranaidaroo
BASIC5000_0342,sookyuunikonomondainitsuitegironsuruhitsuyoogaaru,sakkyuunikonomondainitsuitegironsuruhitsuyoogaaru,sookyuunikonomondainitsuitegironsuruhitsuyoogaaru,sookyuunikonomondainitsuitegironsuruhitsuyoogaaru
BASIC5000_0343,sakuyakarewajieentoisshonipaateeinikita,sakuyakarewajieentoisshonipaateeinikita,sakuyakarehajieentoisshonipaateeinikita,sakuyakarewajieentoisshonipaateeinikita
BASIC5000_0344,menzeetendewakaimonowahitotsumoshimasendeshita,menzeetendewakaimonowahitotsumoshimasendeshita,menzeetendehakaimonohahitotsumoshimasendeshita,menzeetendewakaimonowahitotsumoshimasendeshita
BASIC5000_0345,kyoowairoirotoarigatoogozaimashita,kyoowairoirotoarigatoogozaimashita,hairoirotoarigatoogozaimashita,kyoowairoirotoarigatoogozaimashita
BASIC5000_0346,yuukanninankyokunitachimukaisonokekkawakaminoshinpannimatsuhokawahooikaranogareruhoohoowanai,yuukanninankyokunitachimukaisonokekkawakaminoshinpannimatsuhokawahookuraikaranogareruhoohoowanai,yuukanninankyokunitachimukaisonokekkahakaminoshinpannimatsuhokahahooikaranogareruhoohoohanai,yuukanninankyokunitachimukaisonokekkawakaminoshinpannimatsuhokawahookuraikaranogareruhoohoowanai
BASIC5000_0347,ganbaresaesurebatairyokuyachiryokuganakutemonandemodekirutoyuuisshunoseeshinshugimoaru,ganbarusaesurebatairyokuyachiryokuganakutemonandemodekirutoiuisshunoseeshinshugimoaru,ganbarusaesurebayaganakutemonandemodekirutoiunomoaru,ganbarusaesurebatairyokuyachiryokuganakutemonandemodekirutoiuisshunoseeshinshugimoaru
BASIC5000_0348,zuttomukoonotooitokoronimachinoakarigamiemashita,zuttomukoonotooitokoronimachinoakarigamiemashita,zuttomukoonotooitokoronimachinoakarigamiemashita,zuttomukoonotooitokoronimachinoakarigamiemashita
BASIC5000_0349,tominobunpaiwakooheedenakerebanaranaitokarerawayuu,tominobunpaiwakooheedenakerebanaranaitokarerawayuu,nohadenakerebanaranaitorahau,tominobunpaiwakooheedenakerebanaranaitokarerawayuu
BASIC5000_0350,tomiwatadasoredakedewataishitamonodewanai,tomiwatadasoredakedewataishitamonodewanai,tomihatadasoredakedehataishitamonodehanai,tomiwatadasoredakedewataishitamonodewanai
BASIC5000_0351,gekinokokkeenabamenwayarisugideatta,gekinokokkeenabamenwayarisugideatta,gekinokokkeenabamenhayarisugideatta,gekinokokkeenabamenwayarisugideatta
BASIC5000_0352,gekiwadaitainioitetotemoomakuitta,gekiwadaitainioitetotemoomakuitta,gekihadaitainioitetotemoomakuitta,gekiwadaitainioitetotemoomakuitta
BASIC5000_0353,chikyuujoonobanbutsuwagenshikaranatteeru,chikyuujoonobanbutsuwagenshikaranatteeru,chikyuujoonobanbutsuhagenshikaranatteeru,chikyuujoonobanbutsuwagenshikaranatteeru
BASIC5000_0354,zubanuketachakusootoyuunowaoooonishitetenkeenogotokuhiramekuyooda,tsubanuketachakusootoiunowakikinishitetenkeenogotokuhiramekuyooda,tsubanuketachakusootoiunohaoooonishitetenkeenogotokuhiramekuyooda,tsubanuketachakusootoiunowakikinishitetenkeenogotokuhiramekuyooda
BASIC5000_0355,hyakkajitenokaitaitoyuugokanshinwaarimasuka,hyakkajitenokaitaitoiugokanshinwaarimasuka,hyakkajitenokaitaitoiugokanshinhaarimasuka,hyakkajitenokaitaitoiugokanshinwaarimasuka
BASIC5000_0356,zuibunnagaiaidaomenikakarimasendeshita,zuibunnagaiaidaomenikakarimasendeshita,zuibunnagaiaidaomenikakarimasendeshita,zuibunnagaiaidaomenikakarimasendeshita
